,tablescraper-selected-row,name,tablescraper-selected-row 2,tablescraper-selected-row 3,num,num 2,num 3,num 4,tablescraper-selected-row 5
46,24.0,크레이지아케이드,아케이드,65.39,"4,028","70,642",42.0,"102,486",넥슨
48,25.0,디아블로3,RPG,2.19,"2,490","67,503",106.0,"38,459",블리자드
50,26.0,스페셜포스,FPS,0.94,"1,890","57,379",115.0,"29,992",네오위즈
52,27.0,패스 오브 엑자일,RPG,1.85,"1,613","57,015",137.0,"25,150",카카오/그라인딩 기어 게임즈
54,28.0,한게임 로우바둑이,보드,12.82,"2,610","56,146",26.0,"134,266",한게임
56,29.0,파이널판타지14,RPG,1.7,"1,431","52,561",161.0,"19,645",액토즈소프트
58,30.0,히어로즈 오브 더 스톰,RTS,0.37,"1,988","50,009",104.0,"28,950",블리자드
0,1.0,리그 오브 레전드,RTS,93.67,"9,084","12,979,533",107.0,"7,297,424",라이엇게임즈
2,2.0,배틀그라운드,FPS,35.96,"8,722","2,235,354",85.0,"1,581,349",카카오/스팀
4,3.0,서든어택,FPS,30.59,"8,773","1,901,791",78.0,"1,469,215",넥슨
6,4.0,오버워치,FPS,26.36,"8,666","1,638,865",94.0,"1,047,178",블리자드
8,5.0,FIFA 온라인 4,스포츠,89.78,"8,930","1,608,434",59.0,"1,639,575",넥슨
10,6.0,메이플스토리,RPG,33.01,"8,327","1,011,315",105.0,"579,047",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.01,"8,046","555,388",81.0,"415,257",블리자드
14,8.0,던전앤파이터,액션,58.08,"7,426","525,558",106.0,"294,028",넥슨
16,9.0,로스트아크,RPG,11.81,"5,207","361,845",141.0,"156,646",스마일게이트
18,10.0,리니지,RPG,8.75,"3,421","268,066",172.0,"93,651",엔씨소프트
20,11.0,리니지2,RPG,8.29,"1,784","253,936",373.0,"41,205",엔씨소프트
22,12.0,카트라이더,레이싱,99.01,"7,767","246,827",37.0,"401,154",넥슨
24,13.0,월드 오브 워크래프트,RPG,5.69,"3,424","174,120",147.0,"71,129",블리자드
26,14.0,사이퍼즈,액션,15.52,"3,647","140,399",124.0,"68,076",넥슨
28,15.0,워크래프트3 리포지드,RTS,0.94,"3,275","130,215",99.0,"79,575",블리자드
30,16.0,블레이드 & 소울,RPG,3.52,"2,504","107,595",128.0,"50,189",엔씨소프트
32,17.0,디아블로3,RPG,3.26,"2,788","99,788",114.0,"50,196",블리자드
34,18.0,테일즈런너,스포츠,5.36,"4,275","95,966",51.0,"114,124",스마일게이트
36,19.0,콜 오브 듀티: 모던 워페어,FPS,1.45,"2,850","89,661",54.0,"110,330",블리자드
38,20.0,스타크래프트2,RTS,0.59,"3,568","80,542",83.0,"58,683",블리자드
40,21.0,Monster Hunter : World,액션,8.68,"2,030","78,460",129.0,"36,742",스팀
42,22.0,패스 오브 엑자일,RPG,2.51,"1,675","76,654",142.0,"29,585",카카오/그라인딩 기어 게임즈
44,23.0,아이온,RPG,2.35,"1,670","71,946",135.0,"32,103",엔씨소프트
46,24.0,크레이지아케이드,아케이드,66.16,"4,057","70,974",41.0,"104,334",넥슨
48,25.0,검은사막,RPG,2.3,"1,927","70,367",139.0,"30,442",(주)펄어비스
50,26.0,GTA 5,액션,7.76,"2,365","70,218",85.0,"50,004",스팀
52,27.0,레인보우식스 시즈,FPS,1.07,"2,617","66,125",70.0,"55,332",네오위즈/스팀
54,28.0,스페셜포스,FPS,0.9,"1,870","55,942",118.0,"28,621",네오위즈
56,29.0,파이널판타지14,RPG,1.66,"1,407","50,740",158.0,"19,295",액토즈소프트
58,30.0,한게임 로우바둑이,보드,12.32,"2,459","50,147",27.0,"115,400",한게임
0,1.0,리그 오브 레전드,RTS,93.72,"9,100","12,367,530",99.0,"7,516,021",라이엇게임즈
2,2.0,배틀그라운드,FPS,33.1,"8,685","2,032,207",84.0,"1,454,750",카카오/스팀
4,3.0,서든어택,FPS,31.51,"8,785","1,934,442",77.0,"1,516,569",넥슨
6,4.0,오버워치,FPS,25.11,"8,681","1,541,513",90.0,"1,032,207",블리자드
8,5.0,FIFA 온라인 4,스포츠,89.09,"8,923","1,408,848",60.0,"1,428,352",넥슨
10,6.0,메이플스토리,RPG,29.57,"8,250","907,695",104.0,"526,643",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.08,"8,037","537,937",81.0,"399,674",블리자드
14,8.0,던전앤파이터,액션,59.55,"7,352","522,856",109.0,"283,528",넥슨
16,9.0,로스트아크,RPG,10.95,"5,035","335,888",143.0,"140,837",스마일게이트
18,10.0,콜 오브 듀티: 모던 워페어,FPS,4.79,"5,084","293,857",55.0,"325,910",블리자드
20,11.0,리니지,RPG,8.43,"3,313","258,708",172.0,"90,148",엔씨소프트
22,12.0,리니지2,RPG,7.96,"1,665","244,087",384.0,"38,481",엔씨소프트
24,13.0,카트라이더,레이싱,99.11,"7,703","232,482",37.0,"379,363",넥슨
26,14.0,디아블로3,RPG,6.6,"4,189","202,396",131.0,"92,741",블리자드
28,15.0,패스 오브 엑자일,RPG,6.11,"3,288","187,434",155.0,"72,611",카카오/그라인딩 기어 게임즈
30,16.0,월드 오브 워크래프트,RPG,5.24,"3,256","160,823",147.0,"65,735",블리자드
32,17.0,사이퍼즈,액션,14.6,"3,486","128,140",123.0,"62,739",넥슨
34,18.0,워크래프트3 리포지드,RTS,0.87,"3,116","114,524",89.0,"78,907",블리자드
36,19.0,블레이드 & 소울,RPG,3.28,"2,331","100,661",130.0,"46,142",엔씨소프트
38,20.0,테일즈런너,스포츠,5.69,"4,171","89,911",51.0,"107,826",스마일게이트
40,21.0,Monster Hunter : World,액션,9.14,"1,881","80,233",134.0,"35,287",스팀
42,22.0,레인보우식스 시즈,FPS,1.25,"2,873","76,141",76.0,"60,962",네오위즈/스팀
44,23.0,검은사막,RPG,2.43,"2,002","74,487",144.0,"31,041",(주)펄어비스
46,24.0,스타크래프트2,RTS,0.55,"3,403","72,499",81.0,"54,145",블리자드
48,25.0,아이온,RPG,2.26,"1,616","69,142",133.0,"31,298",엔씨소프트
50,26.0,크레이지아케이드,아케이드,66.45,"3,873","66,133",42.0,"95,831",넥슨
52,27.0,GTA 5,액션,7.14,"2,154","62,615",86.0,"44,040",스팀
54,28.0,스페셜포스,FPS,0.87,"1,785","52,902",114.0,"28,030",네오위즈
56,29.0,한게임 로우바둑이,보드,12.5,"2,340","48,412",27.0,"111,629",한게임
58,30.0,DOTA 2,RTS,0.36,847,"46,736",124.0,"22,492",스팀
0,1.0,리그 오브 레전드,RTS,93.7,"9,066","11,809,128",101.0,"7,051,374",라이엇게임즈
2,2.0,배틀그라운드,FPS,33.73,"8,656","1,968,721",87.0,"1,356,076",카카오/스팀
4,3.0,서든어택,FPS,29.48,"8,728","1,720,630",76.0,"1,358,958",넥슨
6,4.0,오버워치,FPS,25.88,"8,631","1,510,628",92.0,"988,835",블리자드
8,5.0,FIFA 온라인 4,스포츠,89.07,"8,837","1,305,527",59.0,"1,335,416",넥슨
10,6.0,메이플스토리,RPG,28.69,"8,164","840,124",102.0,"497,499",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.15,"7,994","522,356",81.0,"388,083",블리자드
14,8.0,던전앤파이터,액션,59.06,"7,248","501,254",111.0,"268,527",넥슨
16,9.0,로스트아크,RPG,10.93,"4,931","319,993",141.0,"136,561",스마일게이트
18,10.0,콜 오브 듀티: 모던 워페어,FPS,5.46,"5,330","318,566",59.0,"325,304",블리자드
20,11.0,리니지,RPG,8.92,"3,249","261,148",186.0,"84,339",엔씨소프트
22,12.0,리니지2,RPG,8.27,"1,611","242,034",382.0,"38,721",엔씨소프트
24,13.0,카트라이더,레이싱,98.83,"7,501","208,651",38.0,"336,950",넥슨
26,14.0,패스 오브 엑자일,RPG,6.08,"3,198","177,969",161.0,"66,386",카카오/그라인딩 기어 게임즈
28,15.0,월드 오브 워크래프트,RPG,5.55,"3,271","162,495",150.0,"65,206",블리자드
30,16.0,디아블로3,RPG,5.52,"3,825","161,464",124.0,"77,943",블리자드
32,17.0,사이퍼즈,액션,13.98,"3,324","118,650",122.0,"58,178",넥슨
34,18.0,워크래프트3 리포지드,RTS,0.82,"2,914","102,733",92.0,"67,961",블리자드
36,19.0,블레이드 & 소울,RPG,3.48,"2,248","101,859",131.0,"46,427",엔씨소프트
38,20.0,Monster Hunter : World,액션,9.84,"2,038","83,445",133.0,"37,613",스팀
40,21.0,테일즈런너,스포츠,5.41,"3,900","79,231",53.0,"90,996",스마일게이트
42,22.0,검은사막,RPG,2.55,"1,936","74,580",151.0,"29,710",(주)펄어비스
44,23.0,스타크래프트2,RTS,0.57,"3,301","71,456",84.0,"51,277",블리자드
46,24.0,레인보우식스 시즈,FPS,1.22,"2,778","71,159",79.0,"54,234",네오위즈/스팀
48,25.0,아이온,RPG,2.38,"1,602","69,636",133.0,"31,532",엔씨소프트
50,26.0,GTA 5,액션,7.77,"2,301","65,937",86.0,"46,466",스팀
52,27.0,크레이지아케이드,아케이드,65.18,"3,583","58,038",42.0,"83,765",넥슨
54,28.0,파이널판타지14,RPG,1.86,"1,459","54,297",163.0,"19,947",액토즈소프트
56,29.0,스페셜포스,FPS,0.88,"1,770","51,273",109.0,"28,989",네오위즈
58,30.0,한게임 로우바둑이,보드,12.32,"2,301","45,623",26.0,"107,521",한게임
0,1.0,리그 오브 레전드,RTS,93.85,"9,032","5,079,935",103.0,"2,969,407",라이엇게임즈
2,2.0,배틀그라운드,FPS,34.52,"8,616","840,257",90.0,"561,538",카카오/스팀
4,3.0,서든어택,FPS,28.77,"8,655","700,353",77.0,"548,487",넥슨
6,4.0,오버워치,FPS,25.95,"8,589","631,824",94.0,"405,629",블리자드
8,5.0,FIFA 온라인 4,스포츠,89.86,"8,811","570,062",60.0,"573,153",넥슨
10,6.0,메이플스토리,RPG,29.47,"8,118","362,364",106.0,"204,458",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.0,"7,919","216,462",83.0,"157,393",블리자드
14,8.0,던전앤파이터,액션,58.79,"7,064","199,208",111.0,"105,965",넥슨
16,9.0,콜 오브 듀티: 모던 워페어,FPS,5.37,"5,281","130,684",62.0,"127,990",블리자드
18,10.0,로스트아크,RPG,10.4,"4,737","127,887",143.0,"53,713",스마일게이트
20,11.0,리니지,RPG,8.89,"3,132","109,247",193.0,"33,990",엔씨소프트
22,12.0,리니지2,RPG,8.72,"1,599","107,220",420.0,"15,339",엔씨소프트
24,13.0,카트라이더,레이싱,98.81,"7,340","84,690",39.0,"133,033",넥슨
26,14.0,패스 오브 엑자일,RPG,5.85,"3,057","71,842",169.0,"25,480",카카오/그라인딩 기어 게임즈
28,15.0,월드 오브 워크래프트,RPG,5.34,"3,159","65,644",147.0,"26,805",블리자드
30,16.0,디아블로3,RPG,5.16,"3,614","63,401",128.0,"29,724",블리자드
32,17.0,사이퍼즈,액션,14.06,"3,229","47,644",118.0,"24,177",넥슨
34,18.0,블레이드 & 소울,RPG,3.64,"2,166","44,702",136.0,"19,528",엔씨소프트
36,19.0,워크래프트3 리포지드,RTS,0.82,"2,848","44,361",99.0,"26,868",블리자드
38,20.0,테일즈런너,스포츠,4.97,"3,628","31,487",53.0,"36,088",스마일게이트
40,21.0,스타크래프트2,RTS,0.57,"3,284","30,675",86.0,"21,577",블리자드
42,22.0,검은사막,RPG,2.48,"1,868","30,458",152.0,"11,986",(주)펄어비스
44,23.0,GTA 5,액션,8.87,"2,334","30,049",89.0,"20,418",스팀
46,24.0,레인보우식스 시즈,FPS,1.23,"2,687","29,871",83.0,"21,672",네오위즈/스팀
48,25.0,아이온,RPG,2.42,"1,576","29,664",134.0,"13,268",엔씨소프트
50,26.0,Monster Hunter : World,액션,8.43,"1,797","28,561",130.0,"13,132",스팀
52,27.0,크레이지아케이드,아케이드,64.96,"3,479","24,177",43.0,"34,122",넥슨
54,28.0,파이널판타지14,RPG,1.83,"1,390","22,468",170.0,"7,918",액토즈소프트
56,29.0,스페셜포스,FPS,0.92,"1,727","22,356",121.0,"11,106",네오위즈
58,30.0,거상,RPG,1.55,"1,386","18,955",108.0,"10,655",(주)에이케이인터렉티브
0,1.0,리그 오브 레전드,RTS,93.66,"8,888","6,599,508",95.0,"4,180,012",라이엇게임즈
2,2.0,배틀그라운드,FPS,35.31,"8,485","1,128,683",87.0,"778,443",카카오/스팀
4,3.0,서든어택,FPS,27.91,"8,531","892,104",75.0,"720,654",넥슨
6,4.0,오버워치,FPS,26.76,"8,464","855,369",91.0,"565,368",블리자드
8,5.0,FIFA 온라인 4,스포츠,90.02,"8,697","814,006",60.0,"823,582",넥슨
10,6.0,메이플스토리,RPG,28.02,"7,963","437,550",100.0,"263,217",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.19,"7,858","294,985",80.0,"222,599",블리자드
14,8.0,던전앤파이터,액션,58.93,"6,938","259,875",110.0,"140,606",넥슨
16,9.0,로스트아크,RPG,11.64,"4,846","181,795",146.0,"74,781",스마일게이트
18,10.0,콜 오브 듀티: 모던 워페어,FPS,4.54,"4,988","144,861",59.0,"149,036",블리자드
20,11.0,리니지2,RPG,8.54,"1,569","133,396",352.0,"23,440",엔씨소프트
22,12.0,리니지,RPG,8.07,"2,953","125,911",184.0,"41,257",엔씨소프트
24,13.0,카트라이더,레이싱,98.66,"7,316","114,413",38.0,"183,947",넥슨
26,14.0,패스 오브 엑자일,RPG,5.92,"2,993","92,345",161.0,"34,325",카카오/그라인딩 기어 게임즈
28,15.0,월드 오브 워크래프트,RPG,5.91,"3,248","92,210",147.0,"37,657",블리자드
30,16.0,디아블로3,RPG,4.91,"3,489","76,675",123.0,"37,390",블리자드
32,17.0,사이퍼즈,액션,14.66,"3,274","64,648",119.0,"32,573",넥슨
34,18.0,블레이드 & 소울,RPG,3.66,"2,168","57,110",134.0,"25,451",엔씨소프트
36,19.0,워크래프트3 리포지드,RTS,0.8,"2,837","55,686",96.0,"35,108",블리자드
38,20.0,테일즈런너,스포츠,4.93,"3,744","44,527",54.0,"50,271",스마일게이트
40,21.0,레인보우식스 시즈,FPS,1.32,"2,786","42,039",83.0,"30,483",네오위즈/스팀
42,22.0,스타크래프트2,RTS,0.58,"3,280","40,586",83.0,"29,702",블리자드
44,23.0,검은사막,RPG,2.49,"1,844","38,815",142.0,"16,465",(주)펄어비스
46,24.0,GTA 5,액션,8.67,"2,291","38,234",85.0,"27,224",스팀
48,25.0,아이온,RPG,2.43,"1,579","37,908",127.0,"17,976",엔씨소프트
50,26.0,Monster Hunter : World,액션,8.01,"1,743","35,281",126.0,"16,845",스팀
52,27.0,한게임 로우바둑이,보드,14.24,"2,589","31,630",24.0,"79,182",한게임
54,28.0,크레이지아케이드,아케이드,64.64,"3,425","30,739",42.0,"44,483",넥슨
56,29.0,스페셜포스,FPS,0.91,"1,712","29,036",119.0,"14,734",네오위즈
58,30.0,파이널판타지14,RPG,1.82,"1,377","28,315",161.0,"10,550",액토즈소프트
0,1.0,리그 오브 레전드,RTS,93.72,"8,901","11,449,930",97.0,"7,129,804",라이엇게임즈
2,2.0,배틀그라운드,FPS,34.23,"8,474","1,890,231",88.0,"1,298,932",카카오/스팀
4,3.0,서든어택,FPS,29.33,"8,550","1,619,834",78.0,"1,260,104",넥슨
6,4.0,오버워치,FPS,26.82,"8,472","1,481,234",93.0,"963,639",블리자드
8,5.0,FIFA 온라인 4,스포츠,89.47,"8,674","1,277,021",60.0,"1,288,624",넥슨
10,6.0,메이플스토리,RPG,28.02,"7,882","759,261",105.0,"434,422",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.1,"7,824","500,711",80.0,"376,109",블리자드
14,8.0,던전앤파이터,액션,56.05,"6,785","419,007",110.0,"226,559",넥슨
16,9.0,로스트아크,RPG,11.8,"4,766","319,527",149.0,"128,296",스마일게이트
18,10.0,리니지2,RPG,9.02,"1,539","244,275",402.0,"36,901",엔씨소프트
20,11.0,콜 오브 듀티: 모던 워페어,FPS,4.11,"4,591","226,462",65.0,"209,634",블리자드
22,12.0,리니지,RPG,8.02,"2,795","217,144",205.0,"63,845",엔씨소프트
24,13.0,카트라이더,레이싱,98.65,"7,278","196,169",37.0,"319,282",넥슨
26,14.0,월드 오브 워크래프트,RPG,5.88,"3,216","159,171",148.0,"64,788",블리자드
28,15.0,패스 오브 엑자일,RPG,5.78,"2,869","156,617",170.0,"55,535",카카오/그라인딩 기어 게임즈
30,16.0,디아블로3,RPG,4.69,"3,327","126,879",122.0,"62,378",블리자드
32,17.0,사이퍼즈,액션,16.34,"3,387","122,108",123.0,"59,555",넥슨
34,18.0,블레이드 & 소울,RPG,3.66,"2,095","98,962",141.0,"42,008",엔씨소프트
36,19.0,워크래프트3 리포지드,RTS,0.81,"2,790","97,953",97.0,"60,656",블리자드
38,20.0,레인보우식스 시즈,FPS,1.29,"2,699","71,020",82.0,"52,063",네오위즈/스팀
40,21.0,테일즈런너,스포츠,4.87,"3,573","69,516",52.0,"81,306",스마일게이트
42,22.0,GTA 5,액션,9.18,"2,308","68,602",84.0,"49,183",스팀
44,23.0,스타크래프트2,RTS,0.56,"3,170","67,898",83.0,"49,136",블리자드
46,24.0,아이온,RPG,2.51,"1,547","67,757",133.0,"30,572",엔씨소프트
48,25.0,검은사막,RPG,2.48,"1,801","66,953",146.0,"27,537",(주)펄어비스
50,26.0,Monster Hunter : World,액션,8.03,"1,678","59,975",126.0,"28,662",스팀
52,27.0,크레이지아케이드,아케이드,63.64,"3,360","53,105",42.0,"77,142",넥슨
54,28.0,한게임 로우바둑이,보드,13.82,"2,414","52,814",26.0,"123,681",한게임
56,29.0,스페셜포스,FPS,0.9,"1,697","49,697",117.0,"25,504",네오위즈
58,30.0,파이널판타지14,RPG,1.75,"1,332","47,362",159.0,"17,845",액토즈소프트
0,1.0,리그 오브 레전드,RTS,93.44,"8,901","12,053,641",94.0,"7,724,166",라이엇게임즈
2,2.0,배틀그라운드,FPS,33.53,"8,513","1,993,021",89.0,"1,349,103",카카오/스팀
4,3.0,서든어택,FPS,30.39,"8,582","1,806,380",81.0,"1,344,951",넥슨
6,4.0,오버워치,FPS,27.26,"8,524","1,620,247",92.0,"1,066,308",블리자드
8,5.0,FIFA 온라인 4,스포츠,88.59,"8,681","1,248,508",60.0,"1,260,011",넥슨
10,6.0,메이플스토리,RPG,28.81,"7,929","816,925",106.0,"462,252",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.27,"7,938","550,608",81.0,"412,413",블리자드
14,8.0,던전앤파이터,액션,54.66,"6,827","421,096",104.0,"241,170",넥슨
16,9.0,로스트아크,RPG,12.11,"4,865","343,375",154.0,"133,723",스마일게이트
18,10.0,리니지2,RPG,8.9,"1,566","252,402",389.0,"40,653",엔씨소프트
20,11.0,카트라이더,레이싱,99.01,"7,422","218,899",38.0,"352,409",넥슨
22,12.0,리니지,RPG,7.6,"2,765","215,317",200.0,"64,605",엔씨소프트
24,13.0,콜 오브 듀티: 모던 워페어,FPS,3.5,"4,479","207,778",62.0,"204,873",블리자드
26,14.0,월드 오브 워크래프트,RPG,5.75,"3,320","162,923",146.0,"67,194",블리자드
28,15.0,패스 오브 엑자일,RPG,5.53,"2,822","156,736",164.0,"57,529",카카오/그라인딩 기어 게임즈
30,16.0,사이퍼즈,액션,18.18,"3,675","140,040",124.0,"67,832",넥슨
32,17.0,디아블로3,RPG,4.55,"3,364","129,005",124.0,"62,407",블리자드
34,18.0,워크래프트3 리포지드,RTS,0.85,"2,983","108,959",98.0,"67,410",블리자드
36,19.0,블레이드 & 소울,RPG,3.67,"2,185","103,865",140.0,"44,349",엔씨소프트
38,20.0,아이온,RPG,2.65,"1,591","74,925",138.0,"32,689",엔씨소프트
40,21.0,테일즈런너,스포츠,5.22,"3,632","73,555",51.0,"87,499",스마일게이트
42,22.0,레인보우식스 시즈,FPS,1.23,"2,727","72,850",77.0,"57,275",네오위즈/스팀
44,23.0,스타크래프트2,RTS,0.56,"3,319","71,874",82.0,"53,005",블리자드
46,24.0,검은사막,RPG,2.4,"1,809","67,801",148.0,"27,393",(주)펄어비스
48,25.0,GTA 5,액션,8.43,"2,259","64,910",83.0,"47,205",스팀
50,26.0,Monster Hunter : World,액션,8.28,"1,781","63,789",125.0,"30,736",스팀
52,27.0,크레이지아케이드,아케이드,64.52,"3,519","57,440",42.0,"83,148",넥슨
54,28.0,스페셜포스,FPS,0.92,"1,825","54,305",118.0,"27,741",네오위즈
56,29.0,한게임 로우바둑이,보드,13.86,"2,379","54,190",27.0,"121,982",한게임
58,30.0,파이널판타지14,RPG,1.87,"1,404","52,759",163.0,"19,259",액토즈소프트
0,1.0,리그 오브 레전드,RTS,93.4,"8,915","11,516,369",91.0,"7,640,027",라이엇게임즈
2,2.0,배틀그라운드,FPS,33.88,"8,488","1,933,150",88.0,"1,313,901",카카오/스팀
4,3.0,서든어택,FPS,29.96,"8,568","1,709,539",75.0,"1,380,054",넥슨
6,4.0,오버워치,FPS,27.65,"8,531","1,577,673",90.0,"1,055,828",블리자드
8,5.0,FIFA 온라인 4,스포츠,88.37,"8,670","1,220,460",60.0,"1,213,667",넥슨
10,6.0,메이플스토리,RPG,31.85,"8,047","907,769",105.0,"521,653",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.32,"7,898","532,058",81.0,"399,618",블리자드
14,8.0,던전앤파이터,액션,55.95,"6,824","417,920",99.0,"249,322",넥슨
16,9.0,로스트아크,RPG,11.25,"4,815","320,477",145.0,"133,054",스마일게이트
18,10.0,리니지2,RPG,9.09,"1,549","259,109",423.0,"37,061",엔씨소프트
20,11.0,카트라이더,레이싱,99.11,"7,608","243,095",38.0,"386,354",넥슨
22,12.0,리니지,RPG,7.38,"2,717","210,127",199.0,"63,486",엔씨소프트
24,13.0,콜 오브 듀티: 모던 워페어,FPS,3.29,"4,231","187,256",67.0,"171,934",블리자드
26,14.0,월드 오브 워크래프트,RPG,5.59,"3,294","159,205",144.0,"66,657",블리자드
28,15.0,패스 오브 엑자일,RPG,4.83,"2,622","137,507",165.0,"49,936",카카오/그라인딩 기어 게임즈
30,16.0,사이퍼즈,액션,17.27,"3,556","129,004",124.0,"62,514",넥슨
32,17.0,디아블로3,RPG,4.09,"3,199","116,382",123.0,"57,025",블리자드
34,18.0,워크래프트3 리포지드,RTS,0.83,"2,901","101,384",97.0,"63,203",블리자드
36,19.0,블레이드 & 소울,RPG,3.51,"2,146","100,039",136.0,"43,927",엔씨소프트
38,20.0,테일즈런너,스포츠,5.51,"3,736","76,057",51.0,"90,600",스마일게이트
40,21.0,아이온,RPG,2.57,"1,579","73,028",137.0,"32,287",엔씨소프트
42,22.0,레인보우식스 시즈,FPS,1.25,"2,726","70,961",76.0,"56,130",네오위즈/스팀
44,23.0,스타크래프트2,RTS,0.58,"3,336","70,469",81.0,"52,791",블리자드
46,24.0,검은사막,RPG,2.28,"1,800","64,807",146.0,"26,602",(주)펄어비스
48,25.0,Monster Hunter : World,액션,8.41,"1,741","62,776",125.0,"30,251",스팀
50,26.0,GTA 5,액션,8.21,"2,255","61,292",81.0,"45,839",스팀
52,27.0,크레이지아케이드,아케이드,66.59,"3,577","58,037",41.0,"85,850",넥슨
54,28.0,파이널판타지14,RPG,1.84,"1,425","52,370",161.0,"19,493",액토즈소프트
56,29.0,히어로즈 오브 더 스톰,RTS,0.42,"2,077","51,360",103.0,"30,026",블리자드
58,30.0,한게임 로우바둑이,보드,13.25,"2,328","49,937",27.0,"113,818",한게임
0,1.0,리그 오브 레전드,RTS,93.51,"8,923","8,680,664",92.0,"5,694,954",라이엇게임즈
2,2.0,배틀그라운드,FPS,34.85,"8,540","1,481,975",90.0,"989,696",카카오/스팀
4,3.0,서든어택,FPS,29.46,"8,605","1,252,969",77.0,"982,065",넥슨
6,4.0,오버워치,FPS,28.0,"8,587","1,190,654",89.0,"808,317",블리자드
8,5.0,FIFA 온라인 4,스포츠,90.35,"8,736","1,095,701",62.0,"1,065,333",넥슨
10,6.0,메이플스토리,RPG,33.22,"8,199","692,026",101.0,"412,365",넥슨
12,7.0,스타크래프트 리마스터,RTS,4.25,"7,960","394,319",81.0,"294,966",블리자드
14,8.0,던전앤파이터,액션,56.18,"6,985","313,840",102.0,"183,148",넥슨
16,9.0,로스트아크,RPG,11.3,"4,882","235,276",148.0,"95,535",스마일게이트
18,10.0,카트라이더,레이싱,99.18,"7,722","183,736",38.0,"297,785",넥슨
20,11.0,리니지2,RPG,8.71,"1,529","181,283",427.0,"25,919",엔씨소프트
22,12.0,리니지,RPG,6.84,"2,714","142,339",196.0,"43,795",엔씨소프트
24,13.0,월드 오브 워크래프트,RPG,5.63,"3,426","117,227",141.0,"49,874",블리자드
26,14.0,콜 오브 듀티: 모던 워페어,FPS,2.39,"3,906","101,568",66.0,"92,598",블리자드
28,15.0,사이퍼즈,액션,17.96,"3,707","100,338",123.0,"48,966",넥슨
30,16.0,패스 오브 엑자일,RPG,4.29,"2,494","89,228",161.0,"33,323",카카오/그라인딩 기어 게임즈
32,17.0,디아블로3,RPG,3.75,"3,123","78,019",118.0,"39,935",블리자드
34,18.0,블레이드 & 소울,RPG,3.46,"2,158","71,964",139.0,"30,909",엔씨소프트
36,19.0,워크래프트3 리포지드,RTS,0.76,"2,944","69,750",88.0,"48,425",블리자드
38,20.0,테일즈런너,스포츠,4.63,"3,761","56,122",52.0,"65,583",스마일게이트
40,21.0,레인보우식스 시즈,FPS,1.28,"2,870","54,405",78.0,"42,199",네오위즈/스팀
42,22.0,스타크래프트2,RTS,0.58,"3,473","53,525",80.0,"40,304",블리자드
44,23.0,아이온,RPG,2.54,"1,599","52,839",137.0,"23,367",엔씨소프트
46,24.0,검은사막,RPG,2.28,"1,820","47,338",142.0,"20,151",(주)펄어비스
48,25.0,GTA 5,액션,7.93,"2,321","44,272",79.0,"33,914",스팀
